occurrenceId,verbatimScientificName,scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species,canonicalName,authorship
"HJC-2030","Thlaspi arvense","Thlaspi arvense L.","3052680","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Thlaspi","Thlaspi arvense","Thlaspi arvense","L."
"HJC-2031","Euphorbia peplus","Euphorbia peplus L.","3066386","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia peplus","Euphorbia peplus","L."
"HJC-2032","Symphyotrichum bracteolatum","Symphyotrichum bracteolatum (Nutt.) G.L.Nesom","3151784","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Symphyotrichum","Symphyotrichum bracteolatum","Symphyotrichum bracteolatum","(Nutt.) G.L.Nesom"
"HJC-2033","Carex hendersonii","Carex hendersonii L.H.Bailey","2727209","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","Carex hendersonii","Carex hendersonii","L.H.Bailey"
"HJC-2034","Carex acuta","Carex acuta L.","2722833","EXACT","97","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","Carex acuta","Carex acuta","L."
"HJC-2035","Amaranthus retroflexus","Amaranthus retroflexus L.","6109534","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Amaranthus","Amaranthus retroflexus","Amaranthus retroflexus","L."
"HJC-2036","Agrostis pallens","Agrostis pallens Trin.","2706473","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Agrostis","Agrostis pallens","Agrostis pallens","Trin."
"HJC-2037","Symphytum officinale","Symphytum officinale L.","7558421","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Symphytum","Symphytum officinale","Symphytum officinale","L."
"HJC-2038","Monotropa hypopitys","Monotropa hypopitys L.","8249145","EXACT","98","SYNONYM","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Hypopitys","Hypopitys monotropa","Monotropa hypopitys","L."
"HJC-2040","Lysimachia arvensis","Lysimachia arvensis (L.) U.Manns & Anderb.","8184903","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","Lysimachia","Lysimachia arvensis","Lysimachia arvensis","(L.) U.Manns & Anderb."
"HJC-2041","Sonchus asper","Sonchus asper (L.) Hill","3105782","EXACT","97","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Sonchus","Sonchus asper","Sonchus asper","(L.) Hill"
"HJC-2042","Geranium bicknellii","Geranium bicknellii Britton","2890075","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","Geranium","Geranium bicknellii","Geranium bicknellii","Britton"
