"occurrenceID","scientificName"
129,"Juncus effusus"
130,"Torreyochloa pallida pauciflora"
131,"Salix scouleriana"
132,"Schoenoplectus acutus"
133,"Typha latifolia"
134,"Comarum palustre"
135,"Potamogeton amplifolius"
136,"Elodea canadensis"
137,"Potamogeton robbinsii"
138,"Nuphar polysepala"
139,"Cicuta douglasii"
140,"Sium suave"
141,"Lysimachia thyrsiflora"
143,"Salix scouleriana"
144,"Cornus sericea"
145,"Spiraea douglasii"
146,"Typha latifolia"
147,"Spiraea douglasii"
148,"Salix scouleriana"
149,"Comarum palustre"
150,"Lemna minor"
152,"Oenanthe sarmentosa"
153,"Lycopus uniflorus"
154,"Phalaris arundinacea"
155,"Nuphar polysepala"
156,"Ranunculus flammula"
157,"Spiraea douglasii"
158,"Potamogeton robbinsii"
159,"Sparganium emersum"
160,"Sium suave"
163,"Carex lasiocarpa"
164,"Agrostis scabra"
165,"Juncus ensifolius"
166,"Lysimachia thyrsiflora"
167,"Torreyochloa pallida pauciflora"
168,"Hypericum anagalloides"
169,"Scirpus acutus"
170,"Spiraea"
171,"Eleocharis palustris"
173,"Sparganium e"
174,"Typha latifolia"
175,"Carex exsiccata"
176,"Myosotis laxa"
177,"Typha"
178,"Nuphar polysepala"
179,"Potamogeton robinsii"
180,"Comarum palustre"
181,"Carex exsiccata"
182,"Spiraea"
183,"Salix"
184,"Cornus"
185,"Veronica arvensis"
186,"Grindelia integrifolia"
187,"Allium cernuum"
188,"Holcus lanatus"
189,"Erythranthe guttata"
190,"Juncus bufonius"
191,"Plantago elongata"
192,"Festuca rubra"
193,"Grindelia integrifolia"
194,"Sedum oreganum"
195,"Montia parvifolia"
196,"Prunella vulgaris"
197,"Fragaria virginiana"
198,"Opuntia fragilis"
199,"Veronica scutellata"
200,"Malus fusca"
201,"Grindellia"
202,"Festuca rubra"
203,"Eriophyllum lanatum"
204,"Senecio sylvaticus"
205,"Toxicoscordion venenosum"
206,"Melica subulata"
207,"Berberis aquifolium"
208,"Holodiscus discolor"
209,"Arbutus menziesii"
210,"Juniperus scopulorum"
211,"Bromus hordeaceus"
212,"Achillea millefolium"
213,"Rosa nutkana"
214,"Rosa gymnocarpa"
215,"Pinus contorta"
216,"Ranunculus occidentalis"
217,"Sanicula crassicaulis"
218,"Ambrosia chamissonis"
219,"Plantago maritima"
220,"Leymus mollis"
221,"Lathyrus japonicus"
222,"Trifolium dubium"
223,"Atriplex patula"
224,"Anthoxanthum odoratum"
225,"Danthonia"
226,"Juncus effusus"
227,"Carex echinata"
228,"Carex aurea"
229,"Poa trivialis"
230,"Geranium robertianum"
231,"Ranunculus uncinatus"
232,"Melica subulata"
233,"Galium aparine"
234,"Carex deweyana"
235,"Iris pseudacorus"
236,"Clarkia amoena"
237,"Torilis japonica"
238,"Osmorhiza berteroi"
239,"Stellaria media"
240,"Nemophila parviflora"
241,"Lactuca muralis"
242,"Claytonia perfoliata"
243,"Melica subulata"
244,"Montia fontana"
245,"Micranthes integrifolia"
246,"Micranthes rufidula"
247,"Geranium molle"
248,"Micranthes integrifolia"
249,"Micranthes rufidula"
250,"Erythranthe guttata"
251,"Lithophragma parviflorum"
252,"Torilis japonica"
253,"Claytonia perfoliata"
254,"Montia fontana"
255,"Geranium molle"
256,"Nemophila parviflora"
257,"Camassia leichtlinii"
258,"Allium"
259,"Symphoricarpos albus"
260,"Clinopodium douglasii"
261,"Selaginella wallacei"
262,"Racomitrium heterostichum"
263,"Brachythecium"
264,"Umbilicaria"
265,"Mimulus"
266,"Collinsia"
267,"Collinsia parviflora"
268,"Trifolium"
269,"Bromus"
270,"Aira praecox"
271,"Montia parvifolia"
272,"Madia gracilis"
273,"Lithophragma parviflorum"
274,"Galium aparine"
275,"Torilis japonica"
276,"Alchemilla arvensis"
277,"Racomitrium canenscens"
278,"Erodium cicutarium"
279,"Clarkia amoena"
280,"Nemophila parviflora"
281,"Bryum"
282,"Collinsia grandiflora"
283,"Erythranthe alsinoides"
284,"Cardamine oligosperma"
285,"Micranthes integrifolia"
286,"Sedum lanceolatum"
287,"Sedum spathulifolium"
288,"Erythranthe guttata"
289,"Lithophragma parviflorum"
290,"Racomitrium canenscens"
291,"Aphyllon purpureum"
292,"Sinapis arvensis"
293,"Pentagramma triangularis"
294,"Delphinium menziesii"
295,"Agoseris grandiflora"
296,"Plectritis congesta"
297,"Rumex"
